Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,,800.5,797.9,560,0,0,3.5
Ask,,809.4,805.6,560,4.8,0,8.2
Ask,,819.4,,550,,4.8,
Bid,,810.3,,550,,0,
Ask,844,829.2,826,540,4.8,4.8,9.4
Bid,834,820.1,817.4,540,0,0,0.6
Ask,,,,530,,4.8,
Bid,,,,530,,0,
Bid,861.2,840,837.3,520,0,0,0.25
Ask,869.6,848.9,846,520,4.8,4.8,8.7
Ask,,329.2,,510,,13.3,
Bid,,320.7,,510,,5,
Bid,866.1,874.5,857.2,500,0,0,0.1
Ask,874.6,883.7,866,500,4.8,4.8,8.5
Ask,,893,483.2,490,4.8,19.3,7.1
Bid,,884.3,475,490,0,10.5,1.0
Bid,885.3,488.1,877.2,480,,,
Ask,893.7,497,886,480,,,
Bid,894.9,889.2,887.1,470,0,0,0.05
Ask,903.9,898,896,470,4.8,4.8,8.2
Bid,904.5,914,897.1,460,0,0,0.1
Ask,913,922.9,906,460,4.8,4.8,8.0
Bid,,916.1,907.1,450,0.05,0.5,0.15
Ask,,924.6,916,450,4.8,1.5,7.8
Bid,938,918.9,917,440,0,0,0.0
Ask,947,928,926,440,4.8,4.8,4.8
Bid,,928.8,941.9,430,0,0,
Ask,,937.8,950,430,4.8,4.8,
Bid,,938.7,951.8,420,0,0,
Ask,,947.8,960,420,4.8,4.8,
Ask,,965,956,410,4.8,4.8,
Bid,,955.4,946.9,410,0,0,
Bid,,,956.9,400,0,0,
Ask,,,966,400,4.8,4.8,
Bid,,983,966.9,390,0,0,
Ask,,992,976,390,4.8,4.8,
Bid,,978.4,976.8,380,0,0,
Ask,,987,985.9,380,4.8,4.8,
Ask,,,1010,370,0,7.8,
Bid,,,1001.6,370,0,0.05,
Bid,,998.2,996.8,360,0.05,0,
Ask,,1007,1005.9,360,5,4.8,
Ask,,1023.7,1015.8,350,0.1,0.55,
Bid,,1015.2,1006.7,350,0,0,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,0.1,0.02,0,240,95.4,,
Ask,0.22,0.07,0.01,240,105.1,,
Ask,0.23,0.2,0.01,235,,104.35,
Bid,0.1,0,0,235,,94.35,
Ask,0.89,0.55,0.04,230,98.8,99.05,
Bid,0.03,0,0,230,89.9,89.5,
Ask,0.75,0.34,0.01,225,93.8,94.05,
Bid,0.03,0,0,225,84.9,84.55,
Bid,0.05,0.08,0,220,79.9,81.2,79.9
Ask,0.58,0.1,0.03,220,88.8,89.05,89.05
Bid,0.06,0.04,0,215,74.9,76.2,75.15
Ask,1.42,0.6,0.8,215,83.8,84.05,83.8
Ask,0.98,0.24,0.03,210,78.8,79.05,78.8
Bid,0.07,0.05,0.01,210,69.9,70.1,70.0
Ask,0.45,0.55,0.03,205,69.95,74.05,73.85
Bid,0.2,0,0,205,60.8,66.25,64.45
Bid,0.25,0.1,0.02,200,61,63.05,63.0
Ask,0.35,0.18,0.04,200,68.75,68.7,67.15
Bid,0.13,0.01,0.03,195,54.9,54.8,
Ask,0.52,0.2,0.1,195,63.75,64.1,
Bid,0.36,0.11,0.05,190,50.15,53.1,53.05
Ask,0.9,0.67,0.07,190,58.75,57,56.8
Bid,0.29,0.07,0.01,185,48.1,47.75,46.0
Ask,0.85,0.56,0.1,185,52,53.2,54.3
Bid,0.51,0.25,0.06,180,43,43.15,43.4
Ask,0.66,0.33,0.12,180,45.15,46.95,47.0
Bid,,,0,177.5,,,
Ask,,,0.28,177.5,,,
Ask,0.83,0.41,0.14,175,40.6,41.8,41.95
Bid,0.55,0.32,0.11,175,38.25,38.25,38.6
Ask,,,0.43,172.5,,,
Bid,,,0,172.5,,,
Bid,0.82,0.43,0.15,170,32.8,33.3,33.85
Ask,1.11,0.56,0.17,170,35.9,36.95,37.2
Ask,,,0.21,167.5,,,
Bid,,,0.15,167.5,,,
Bid,1.3,0.62,0.2,165,28.1,28.6,29.3
Ask,1.6,0.79,0.24,165,30.3,31.9,32.35
Ask,,,0.28,162.5,,,
Bid,,,0.25,162.5,,,
Bid,1.8,0.91,0.32,160,23.35,23.85,24.8
Ask,2.21,1.05,0.34,160,25.55,26.1,26.75
Bid,,,0.39,157.5,18.75,,
Ask,,,0.43,157.5,26.25,,
Bid,2.4,1.39,0.52,155,18.9,19.75,20.7
Ask,2.95,1.5,0.56,155,20.1,21.35,22.1
Bid,,,0.72,152.5,16.6,,
Ask,,,0.75,152.5,18.5,,
Bid,3.65,2.08,0.97,150,14.7,15.5,16.9
Ask,4,2.39,1.03,150,15.5,17.4,19.05
Ask,,,1.22,149,14.7,,
Bid,,,1.09,149,13.65,,
Ask,,,1.38,148,13.95,,
Bid,,,1.24,148,12.9,,
Bid,,,1.44,147,12.15,,
Ask,,,1.5,147,13,,
Bid,,,1.65,146,11.3,,
Ask,,,1.75,146,12.65,,
Ask,5.5,3.6,1.95,145,11.3,12.9,14.65
Bid,4.9,3.4,1.86,145,10.9,12.25,13.45
Bid,,,2.11,144,10.05,,
Ask,,,2.21,144,11.1,,
Bid,,,2.38,143,9.45,,
Ask,,,2.48,143,9.8,,
Ask,,,2.79,142,9.1,,
Bid,,,2.67,142,8.7,,
Ask,,,3.15,141,8.45,,
Bid,,,3,141,8.1,,
Bid,6.9,5.05,3.35,140,7.5,8.95,10.85
Ask,7.4,5.35,3.45,140,7.65,9.55,11.35
Bid,,,3.75,139,6.85,,
Ask,,,3.85,139,7.05,,
Ask,,,4.3,138,6.5,,
Bid,,,4.2,138,6.3,,
Bid,,,4.65,137,5.8,,
Ask,,,4.75,137,5.95,,
Bid,,,5.15,136,5.3,,
Ask,,,5.3,136,5.45,,
Bid,9.2,7.2,5.65,135,4.85,6.45,8.05
Ask,9.95,8.15,5.8,135,4.95,6.9,8.85
Bid,,,6.2,134,4.4,,
Ask,,,6.4,134,4.55,,
Ask,,,7.1,133,4.15,,
Bid,,,6.8,133,4,,
Bid,,,7.45,132,3.6,,
Ask,,,7.6,132,3.8,,
Bid,,,8.1,131,3.3,,
Ask,,,8.4,131,3.45,,
Bid,11.45,10.45,8.8,130,3,4.55,6.0
Ask,12.85,10.95,8.95,130,3.1,4.75,6.65
Ask,,,10.2,129,2.78,,
Bid,,,9.3,129,2.72,,
Ask,,,10.95,128,2.53,,
Bid,,,10.05,128,2.46,,
Ask,,,,127,2.29,,
Bid,,,,127,2.22,,
Bid,,,,126,2,,
Ask,,,,126,2.07,,
Ask,16.85,14.45,12.8,125,1.86,3.45,5.05
Bid,15.65,13.6,12.55,125,1.82,3.15,4.6
Ask,,,14.3,124,1.7,,
Bid,,,13.1,124,1.64,,
Ask,,,15.5,123,1.55,,
Bid,,,13.95,123,1.49,,
Ask,,,16.35,122,1.41,,
Bid,,,14.45,122,1.35,,
Ask,,,17.9,121,1.28,,
Bid,,,15.7,121,1.23,,
Ask,20.4,19.35,17.55,120,1.17,2.47,3.75
Bid,18.95,16.7,16.7,120,0.98,2.16,3.45
Ask,,,,119,1.07,,
Bid,,,,119,1.02,,
Bid,,,19.2,117,0.85,,
Ask,,,20.2,117,0.9,,
Ask,,,21.85,116,0.83,,
Bid,,,18.45,116,0.78,,
Bid,19.25,21.6,20.75,115,0.72,1.62,2.55
Ask,28,23.7,22.45,115,0.76,1.77,3.05
Ask,,,,114,0.7,,
Bid,,,,114,0.66,,
Bid,,,,113,0.6,,
Ask,,,,113,0.65,,
Bid,,,,112,0.56,,
Ask,,,,112,0.6,,
Ask,,,,111,0.56,,
Bid,,,,111,0.5,,
Ask,32.45,29.3,30.7,110,0.52,1.27,2.27
Bid,24,22.45,21.6,110,0.48,1.18,1.94
Ask,,,,109,0.49,,
Bid,,,,109,0.42,,
Ask,,,,108,0.45,,
Bid,,,,108,0.28,,
Bid,,,,107,0.37,,
Ask,,,,107,0.43,,
Ask,,,35.15,106,0.4,,
Bid,,,25.5,106,0.31,,
Bid,27.95,29.95,29.6,105,0.32,0.9,1.55
Ask,37.3,33.1,32.15,105,0.38,1.02,1.94
Ask,,,,104,0.89,,
Bid,,,,104,0,,
Ask,,,,102,0.65,,
Bid,,,,102,0,,
Ask,41.35,37.8,36.95,100,0.26,0.89,1.48
Bid,32.6,34.05,34.6,100,0.23,0.65,1.2
Bid,,,,99,0.17,,
Ask,,,,99,0.29,,
Bid,,,,98,0.17,,
Ask,,,,98,0.37,,
Ask,,,,97,0.33,,
Bid,,,,97,0.13,,
Bid,37.35,36.75,,95,0.15,0.35,0.87
Ask,43.7,45.4,,95,0.18,0.71,1.29
Ask,,,,92,1.13,,
Bid,,,,92,0,,
Bid,,,,91,0,,
Ask,,,,91,0.91,,
Bid,,41.6,43.7,90,0.11,0.24,0.76
Ask,,50.2,47,90,0.16,0.62,1.0
Bid,46.95,,48.5,85,0.08,0.21,0.64
Ask,56.6,,53.35,85,0.1,0.35,0.7
Bid,51.75,51.4,53.05,80,0.05,0.11,0.47
Ask,61.1,60.85,57.1,80,0.09,0.35,0.79
Bid,,,56.2,75,0.02,0,0.35
Ask,,,64.75,75,0.08,0.25,0.69
Bid,,61.25,61.05,70,0.02,0.06,0.18
Ask,,70.5,70.35,70,0.05,0.24,0.55
Bid,,,,65,0.02,0.07,0.11
Ask,,,,65,0.1,0.37,0.43
Ask,79.25,,,60,0.03,0.48,0.43
Bid,71.3,,,60,0.01,0.05,0.11
Bid,,76.1,,55,0.01,0,0.0
Ask,,85.8,,55,0.03,0.3,0.31
Bid,,,80.75,50,0,0,0.0
Ask,,,90.65,50,0.06,0.32,0.23
Bid,,,,45,0,0.02,0.0
Ask,,,,45,0.01,0.65,1.05
Ask,,,,40,0.01,0.9,0.3
Bid,,,,40,0,0,0.0
Bid,,,95.75,35,0,0,0.0
Ask,,,105.65,35,0.01,0.4,0.49
Ask,,,,30,0.01,0.1,1.1
Bid,,,,30,0,0,0.0
Chain,CE_2026-04-10,CE_2026-04-02,strikePrice,CE_2026-03-27,PE_2026-03-27,PE_2026-04-02
Ask,0.2,0.2,210,0.05,11.3,
Bid,0,0,210,0,7.4,
Ask,1.5,1,205,2.15,,
Bid,0,0,205,0,,
Ask,,,200,,2.65,3.8
Bid,,,200,,0.5,0.0
Ask,,,195,,2.35,2.8
Bid,,,195,,0,0.0
Ask,,,185,,0.7,
Bid,,,185,,0,
Ask,,,180,,2.15,
Bid,,,180,,0,
Ask,,,175,,0.4,
Bid,,,175,,0,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,0,0,,165,,,
Ask,1.15,2.13,2.13,165,,,
Ask,0.63,2.13,2.13,160,,,
Bid,0.01,0,0,160,,,
Ask,0.08,2.13,2.13,155,,,
Bid,,0,0,155,,,
Ask,0.09,2.13,2.13,150,50,,
Bid,0,0,0,150,47.25,,
Bid,,,,148,44.95,,
Ask,,,,148,48,,
Bid,0,0,0,145,,,
Ask,0.11,2.13,2.13,145,,,
Ask,,,2.13,143,,,
Bid,,,0,143,,,
Ask,0.95,2.14,0.44,140,39.6,39.5,
Bid,0,0.01,0,140,37.25,37.45,
Bid,0.05,0,0,135,31.65,,32.0
Ask,0.8,2.17,0.45,135,35,,35.0
Bid,0.01,0,0,134,,,
Ask,0.85,2.18,2.13,134,,,
Bid,0,0.01,0,133,,30.35,
Ask,1.1,1.59,2.14,133,,33,
Bid,0,0,0,132,,28.95,
Ask,0.95,1.55,2.14,132,,32,
Bid,0.09,0,0,131,,,
Ask,1.05,0.76,0.26,131,,,
Bid,0.17,0.06,0,130,26.85,27.35,27.0
Ask,0.4,0.32,0.1,130,30.05,30,30.1
Ask,1.2,0.42,0.11,129,29,28.6,29.15
Bid,0.07,0,0,129,25.8,26.55,26.55
Ask,0.94,1.2,0.46,128,,27.3,
Bid,0.1,0.05,0,128,,25.55,
Bid,0.29,0,0,127,23.8,,
Ask,0.56,0.68,0.12,127,27.1,,
Bid,0.14,0.11,0.03,126,22.95,,
Ask,0.63,0.44,0.12,126,26,,
Bid,0.33,0,0.03,125,22.35,22.45,22.0
Ask,0.6,0.64,0.1,125,25,25.1,25.35
Bid,0.41,0.18,0,124,21,21.7,21.05
Ask,0.8,0.62,0.4,124,24,23.45,24.4
Bid,0.37,0.05,0,123,20.5,19.85,
Ask,0.71,0.5,0.16,123,23.05,23.15,
Ask,0.8,0.44,2.05,122,22.05,22.2,22.15
Bid,0.45,0.23,0,122,19,19.8,19.95
Bid,0.48,0.25,0.05,121,18.4,18.8,19.05
Ask,0.94,0.64,1.21,121,21.05,20.85,21.6
Bid,0.65,0.2,0,120,17.45,17.9,18.25
Ask,0.99,0.65,0.2,120,20.1,20.3,20.55
Bid,0.77,0.31,0,119,16.45,16.9,17.4
Ask,1.16,0.79,0.34,119,19.1,19.4,19.8
Bid,0.91,0.5,0,118,15.5,16,
Ask,1.38,0.85,0.24,118,18.15,18.5,
Bid,1,0.51,0.01,117,14.55,14.5,
Ask,1.44,1.06,0.64,117,17.2,17.15,
Bid,1.08,0.63,0.13,116,13.5,14.25,
Ask,1.68,0.98,0.34,116,16.25,16.3,
Ask,1.86,1.09,0.42,115,15.05,15.8,16.35
Bid,1.42,0.74,0.22,115,12.7,13.3,14.0
Bid,1.44,0.72,0.35,114,11.8,12.4,13.05
Ask,1.92,1.37,0.54,114,14.4,14.95,15.45
Bid,1.63,0.99,0.24,113,10.9,11.65,12.2
Ask,2.15,1.45,0.77,113,13.1,14.1,14.1
Bid,1.36,1.08,0.45,112,10.05,10.7,11.65
Ask,2.48,1.71,0.91,112,12.6,12.9,14.05
Ask,2.74,1.84,0.98,111,11.35,12.5,13.05
Bid,1.98,1.31,0.51,111,9.2,10,10.6
Ask,3.3,2.23,1.1,110,9.85,10.45,12.15
Bid,2.08,1.53,0.92,110,8.5,9.3,9.9
Ask,,2.49,1.28,109,9.9,10.8,11.85
Bid,,1.66,0.82,109,7.65,8.55,9.6
Ask,,,1.59,108,8.65,9.95,10.65
Bid,,,0.84,108,6.85,7.85,8.95
Bid,,2.14,1.15,107,6.25,6.8,7.6
Ask,,3.2,1.83,107,7.95,9.35,9.95
Ask,4.45,3.45,2.1,106,6.95,8.55,9.35
Bid,3.35,2.32,1.41,106,5.6,6.6,6.9
Bid,3.5,2.72,1.86,105,4.95,5.85,6.1
Ask,4.9,4.45,2.44,105,6.6,7.4,8.8
Bid,,3.1,1.86,104,4.4,5.4,6.45
Ask,,4.25,3.2,104,6.05,7.5,8.1
Bid,3.85,,2.36,103,3.95,4.95,6.05
Ask,6.7,,3.2,103,5.35,6.45,7.55
Ask,,5.35,4.15,102,4.7,5.95,7.05
Bid,,3.9,2.68,102,3.3,4.4,5.55
Bid,,,2.93,101,3.2,,
Ask,,,4.6,101,3.75,,
Bid,,4.85,3.7,100,2.58,3.55,4.75
Ask,,6.7,5.2,100,3.05,4.8,5.8
Ask,,,5.85,99,3.3,,
Bid,,,4.2,99,2.09,,
Bid,,,4.75,98,1.77,,
Ask,,,6.55,98,2.86,,
Bid,,,5.3,97,1.52,,
Ask,,,7.25,97,2.67,,
Bid,,,6,96,1.29,,
Ask,,,8.05,96,2.1,,
Bid,,7.9,6.8,95,1.13,2.04,2.5
Ask,,10.5,8.9,95,1.8,2.91,3.2
Bid,,,7.15,94,0.87,,
Ask,,,9.75,94,1.56,,
Bid,,,8.05,93,0.8,,
Ask,,,10.7,93,1.44,,
Bid,,,,92,0.64,,
Ask,,,,92,1.09,,
Ask,,,12.45,91,0.9,,
Bid,,,9.7,91,0.38,,
Bid,,11.35,10.8,90,0.32,0.91,1.58
Ask,,14.25,13.3,90,0.6,1.58,1.99
Bid,,,,86,0.01,,
Ask,,,,86,0.58,,
Bid,,,,85,0,0.35,0.78
Ask,,,,85,0.74,0.89,1.39
Ask,,23.25,22.85,80,0.1,0.95,0.76
Bid,,20.55,20.15,80,0,0.04,0.25
Bid,,,,75,0,,0.0
Ask,,,,75,0.26,2.28,0.95
Ask,33.75,,,70,,1.92,
Bid,30.35,,,70,,0,
Chain,CE_2026-10-16,CE_2026-07-17,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-07-17,PE_2026-10-16
Bid,0,0,,180,,,
Ask,3.1,1.8,,180,,,
Ask,3.4,1.8,1.6,175,,,
Bid,0,0,0,175,,,
Ask,3.5,1.85,1.3,170,,,
Bid,0,0,0,170,,,
Ask,3.3,1.5,1.3,165,,,
Bid,0.15,0.05,0,165,,,
Bid,0.55,0,0,160,,,77.2
Ask,3.8,1.75,1.3,160,,,81.2
Bid,0.6,0,0,155,71.5,71.6,
Ask,3.1,2.15,1.2,155,75.5,75.5,
Ask,2.7,2.3,1.35,150,,70.6,
Bid,1.4,0,0,150,,66.7,
Ask,3.2,2.5,1.15,145,,,
Bid,1.2,0,0,145,,,
Bid,1,0,0.1,140,56.9,57,
Ask,4.3,2.7,0.15,140,59,61,
Ask,4.7,3,0.25,135,53.8,56.2,57.9
Bid,1.45,0.9,0,135,51.5,52.5,53.7
Bid,2.6,1.4,0.05,130,46.9,47.5,
Ask,4.7,3.2,0.4,130,48.8,51.5,
Ask,5.8,2.7,0.5,125,44.1,46.8,
Bid,3.9,1.75,0.15,125,41.6,43,
Ask,5.2,2.8,0.65,120,39.2,42.2,44.5
Bid,4.4,2.15,0,120,36.6,38.2,40.4
Bid,4.2,2.7,0.25,115,32.3,33.8,36.2
Ask,6.3,4.2,0.65,115,34.1,37.9,40.2
Ask,7.1,4.9,0.65,110,29.4,33.5,36.2
Bid,6,3.3,0.4,110,26.8,29.5,32.0
Bid,6,4.1,0.65,105,22.1,25.3,28.1
Ask,8.3,5.6,1.1,105,24.7,29.3,32.0
Bid,6.9,5.1,0.95,100,18.2,21.3,24.4
Ask,9.5,6.5,1.45,100,19.7,25.3,28.3
Bid,8.6,6.3,1.6,95,14.5,18.7,20.7
Ask,11.1,8.2,2.2,95,15.4,21.5,24.5
Bid,10,7.7,3,90,10.7,15.1,17.6
Ask,12.4,9,3.4,90,12.4,18,21.4
Ask,14,10.9,5.1,85,8.4,14,17.8
Bid,12.3,9.6,4.3,85,7.6,12,14.8
Ask,16.2,12.7,7.4,80,5.8,11.9,14.5
Bid,14.1,10.9,6.6,80,4.9,9.3,13.0
Ask,18.4,15.7,10.7,75,3.4,8.4,11.5
Bid,16.5,13.9,9.6,75,3,6.8,9.3
Ask,21,18.6,15.2,70,1.8,6.6,9.0
Bid,19.1,16.8,13.3,70,1.7,5,7.1
Bid,,20.2,17.3,65,0.9,3.3,
Ask,,22.7,19.7,65,1.2,4.4,
Ask,28,26.4,23.8,60,0.6,3.1,5.1
Bid,25.2,23.8,21.9,60,0.45,2.2,3.7
Bid,,27.8,26.5,55,0,0.9,2.6
Ask,,30.4,28.9,55,1.55,3.1,4.8
Bid,,31.3,31.3,50,0,0,
Ask,,34.7,33.8,50,1.3,2.8,
Bid,,,,45,0,0,
Ask,,,,45,1.25,2.2,
Ask,,,55.7,40,2.25,1.8,
Bid,,,51.7,40,0,0,
Bid,,,45.5,35,0,,
Ask,,,48.6,35,2.2,,
Ask,,,53.6,30,2.15,,
Bid,,,50.3,30,0,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,,0,13,,,
Ask,,,1.66,13,,,
Ask,0.06,0.07,0.06,12,,,
Bid,0.01,0,0,12,,,
Ask,0.23,0.1,0.1,11.5,,,
Bid,0.01,0,0,11.5,,,
Ask,0.28,0.12,0.1,11,,,
Bid,0.03,0.01,0,11,,,
Bid,0,0,0,10.5,,,
Ask,0.76,0.1,0.1,10.5,,,
Bid,0.02,0,0,10,1.79,1.09,1.71
Ask,0.12,0.14,0.05,10,2.33,3.8,2.4
Ask,0.31,0.28,0.03,9.5,1.74,1.9,2.07
Bid,0,0,0.01,9.5,1.29,1.12,1.11
Ask,0.13,0.09,0.04,9,1.58,1.52,
Bid,0.09,0.06,0.02,9,0.38,0.85,
Bid,0.16,0.13,0.06,8.5,0.2,0.51,0.48
Ask,0.21,0.16,0.1,8.5,0.64,0.66,1.11
Ask,0.37,0.32,0.23,8,0.24,0.32,0.36
Bid,0.33,0.27,0.19,8,0.15,0.28,0.33
Bid,0.38,0.32,0.43,7.5,0,0.08,0.12
Ask,0.91,0.77,0.61,7.5,0.09,0.12,0.16
Ask,1.56,1.09,1.41,7,0.04,0.07,0.12
Bid,0.87,0.54,0.78,7,0,0,0.0
Ask,3.45,1.67,1.61,6.5,0.4,0.95,1.14
Bid,1.14,1.12,1.12,6.5,0,0,0.0
Bid,,1.59,1.68,6,,0,
Ask,,3.2,2.21,6,,0.01,
Bid,,,1.95,5.5,,,
Ask,,,3.8,5.5,,,
Ask,3.95,4.35,5,5,,,
Bid,2.65,2.55,2.55,5,,,
Bid,,3.25,3.25,4.5,,,
Ask,,4.45,3.85,4.5,,,
Ask,,5.2,4.45,4,,,
Bid,,3.6,3.65,4,,,
Bid,4.1,4.15,4.1,3.5,,,
Ask,6.55,5.8,5.1,3.5,,,
Bid,4.6,4.55,4.75,3,,0,
Ask,6.2,5.95,6.9,3,,2.13,
Bid,5.15,5.15,5.2,2.5,,,
Ask,7.55,7.35,6.55,2.5,,,
Ask,7.35,7.65,6.3,2,,,
Bid,5.65,5.6,5.7,2,,,
Bid,,6.1,6.3,1.5,,,
Ask,,8.55,7.05,1.5,,,
Ask,,9.05,7.15,1,,,
Bid,,6.6,6.6,1,,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,0.92,0.03,20,10.5,,8.7
Bid,,,,20,8,,8.2
Bid,,,,19,,7.2,7.2
Ask,,,1.35,19,,7.7,7.7
Ask,,,2.13,18.5,,,
Ask,2.13,0.25,,18,,6.7,
Bid,,0,,18,,6.2,
Ask,2.13,0.37,0.01,17.5,8,,6.2
Bid,0,0,0,17.5,5.7,,5.7
Bid,0,0,0,17,,5.2,
Ask,1.95,0.02,0.05,17,,5.7,
Bid,0,0,0,16.5,4.7,4.7,
Ask,0.81,0.1,1.58,16.5,6.35,5.4,
Ask,0.04,0.86,0.01,16,6.45,4.7,4.7
Bid,0,0,0,16,4.2,4.2,4.2
Bid,0,0,0,15.5,3.75,3.7,3.7
Ask,0.04,0.25,0.02,15.5,4.4,4.2,4.2
Ask,0.04,0.01,0.01,15,3.9,3.7,3.7
Bid,0,0,0,15,3.4,3.2,3.2
Bid,0,0,0,14.5,2.8,2.73,2.73
Ask,0.04,0.03,0.02,14.5,3.4,3.2,3.2
Bid,0.01,0,0,14,2.36,2.23,2.32
Ask,0.03,0.01,0.02,14,2.7,2.69,2.65
Ask,0.03,0.03,0.02,13.5,2.29,2.18,2.32
Bid,0.02,0.01,0,13.5,1.88,1.86,1.74
Ask,0.05,0.03,0.02,13,1.57,1.58,1.78
Bid,0.04,0.02,0,13,1.37,1.41,1.42
Ask,0.1,0.05,0.02,12.5,1.11,1.1,1.3
Bid,0.09,0.04,0.01,12.5,0.98,0.85,0.97
Ask,0.22,0.13,0.06,12,0.57,0.64,0.72
Bid,0.2,0.12,0.05,12,0.52,0.58,0.65
Bid,0.39,0.33,0.24,11.5,0.22,0.29,0.37
Ask,0.43,0.34,0.25,11.5,0.23,0.32,0.41
Ask,0.76,0.69,0.62,11,0.08,0.14,0.21
Bid,0.69,0.64,0.58,11,0.07,0.13,0.19
Ask,1.22,1.22,1.14,10.5,0.03,0.07,0.11
Bid,1.03,0.88,0.77,10.5,0.02,0.06,0.1
Ask,1.69,1.66,1.56,10,0.02,0.04,0.06
Bid,1.41,1.38,1.16,10,0.01,0.03,0.05
Bid,,1.85,1.81,9.5,0,,0.03
Ask,,2.16,2.23,9.5,0.01,,0.04
Bid,2.34,2.33,2.3,9,,,0.0
Ask,2.98,2.62,2.67,9,,,0.05
Bid,,2.8,2.6,8.5,,,
Ask,,3.25,3.45,8.5,,,
Bid,3.35,3.3,3.25,8,0,,
Ask,3.8,3.7,3.85,8,0.01,,0.05
Ask,4.8,4.85,5.35,7,,,
Bid,4.1,3.95,3.95,7,,,
Bid,4.95,4.95,5,6,,,
Ask,7.55,7.5,6.35,6,,,
Bid,5.5,5.95,6.05,5,0,,
Ask,7.4,8.5,6.7,5,0.21,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,0.05,0,,1220,,,
Ask,0.3,0.05,,1220,,,
Ask,4.8,4.8,,1210,,,
Bid,0,0,,1210,,,
Ask,,4.8,,1200,,,
Bid,,0,,1200,,,
Ask,4.8,2.7,,1100,,394.5,
Bid,0,,,1100,,385,
Bid,,,,1090,375,375,
Ask,,,,1090,384,384.5,
Bid,,,,1080,,365,
Ask,4.8,,,1080,,374,
Ask,,4.8,,1070,,,
Bid,,0,,1070,,,
Ask,,4.8,,1060,,354,
Bid,,0,,1060,,345,
Bid,,0,0,1050,,,
Ask,,4.8,4.8,1050,,,
Bid,,,0,1040,,325,
Ask,,,4.8,1040,,334.5,
Bid,,,0,1030,,,
Ask,,,4.8,1030,,,
Bid,,0,0,1020,,305,305.0
Ask,,4.8,4.8,1020,,314.5,314.5
Bid,,0,0,1010,,,
Ask,,4.8,4.8,1010,,,
Bid,,0,0,1000,287,285,285.0
Ask,,0.55,4.8,1000,292.9,294.5,294.5
Ask,4.8,4.8,4.8,990,,,
Bid,0,0,0,990,,,
Ask,4.8,4.8,4.8,980,,,
Bid,0,0,0,980,,,
Ask,,4.8,4.8,970,,,
Bid,,0,0,970,,,
Bid,0,0,0,960,,,
Ask,4.8,4.8,4.8,960,,,
Bid,,0,0,950,,235,235.0
Ask,,4.8,4.8,950,,244,244.0
Bid,,0,0,940,,,
Ask,,4.8,4,940,,,
Bid,,0,0,930,,,
Ask,,4.8,4.8,930,,,
Bid,,0,0,920,,,
Ask,,4.8,4.6,920,,,
Bid,,0,0,910,,,
Ask,,4.8,2.1,910,,,
Ask,,,0.55,900,193.6,194.5,
Bid,,,0,900,186.8,185,
Bid,0,0,,890,,175,
Ask,4.8,4.8,4.8,890,,184.5,
Bid,0,0,0,880,165.7,,
Ask,4.8,4.8,4.8,880,174,,
Ask,,,4.8,875,,,
Bid,,,0,875,,,
Ask,4.8,4.8,4.8,870,164,,
Bid,0,0,0,870,155.4,,
Ask,,,4.8,865,,,
Bid,,,0,865,,,
Bid,0,0,0,860,145,,
Ask,4.8,4.8,4.8,860,154,,
Bid,,,0,855,,,
Ask,,,4.8,855,,,
Ask,,2.6,4.8,850,144,143.6,144.0
Bid,,0,0,850,135.4,137.3,136.0
Ask,5,4.8,6.1,840,134,133.7,
Bid,0.05,0,0.05,840,125.9,125.9,
Bid,,,0,835,120.5,,
Ask,,,4.8,835,129,,
Bid,0.05,,0,830,117.6,115.9,115.5
Ask,5.9,,4.8,830,123.8,124,124.9
Ask,6.7,,1.2,820,114,113.9,114.6
Bid,0.05,,0,820,106,106.8,108.2
Bid,,,0,815,101.5,,
Ask,,,2.15,815,109,,
Bid,0.05,0,0,810,95.6,97,99.3
Ask,6.9,4.8,4.8,810,104,102.8,105.0
Bid,,,0,805,,,
Ask,,,4.8,805,,,
Bid,1,,0,800,86.7,87.1,87.4
Ask,7.7,,4.8,800,94,94.1,96.0
Bid,,,,795,81.8,,
Ask,,,,795,89,,
Bid,,0.05,0,790,75.5,78.6,78.8
Ask,,6.6,4.8,790,84,85,87.0
Bid,,,0.05,785,72.9,,
Ask,,,4.6,785,79.3,,
Ask,8.3,,,780,74.5,76,78.3
Bid,2.7,,,780,66.8,68.3,72.2
